id,neo_reference_id,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,is_potentially_hazardous_asteroid,close_approach_date,relative_velocity_kmph,astronomical,miss_distance_km,miss_distance_lunar,orbiting_body
3756789,3756789,(2016 PO),25.1,0.0253837029,0.0567596853,False,2024-08-20,44436.5784771181,0.4376877312,65477152.31265254,170.2605274368,Earth
3781330,3781330,(2017 QX35),22.27,0.0934447651,0.2089488469,False,2024-08-20,39847.7476382447,0.154130432,23057584.32937984,59.956738048,Earth
54203000,54203000,(2018 UY37),22.47,0.0852226386,0.1905636132,False,2024-08-20,18054.1714580422,0.2133689145,31919535.133412115,83.0005077405,Earth
54317182,54317182,(2022 UG2),27.11,0.0100590039,0.0224926165,False,2024-08-20,24202.8412082626,0.3862459917,57781577.65435768,150.2496907713,Earth
54412202,54412202,(2023 XC),28.47,0.005377185,0.0120237511,False,2024-08-20,21745.6404736316,0.2814695711,42107248.30637356,109.4916631579,Earth
54459242,54459242,(2024 NU2),19.42,0.3471802221,0.776318577,False,2024-08-20,124395.7729222987,0.4632167931,69296245.5959907,180.1913325159,Earth
54466135,54466135,(2024 PQ5),24.55,0.0327005439,0.0731206391,False,2024-08-20,45246.9807078469,0.0345595921,5170041.366228827,13.4436813269,Earth
54467173,54467173,(2024 QY),25.48,0.0213086029,0.0476474846,False,2024-08-20,40599.4233199496,0.053230161,7963118.70535707,20.706532629,Earth
54485959,54485959,(2024 RP74),25.93,0.0173202827,0.0387293295,False,2024-08-20,22084.7744864016,0.0814100933,12178776.55418127,31.6685262937,Earth
2452314,2452314,452314 (1999 LN28),19.05,0.4116754573,0.9205343072,False,2024-08-19,54884.3172280016,0.4807421117,71917995.92962208,187.0086814513,Earth
3381258,3381258,(2007 PQ9),22.22,0.0956213733,0.2138158908,False,2024-08-19,19388.2543410587,0.2326450743,34803207.58127174,90.4989339027,Earth
3744802,3744802,(2016 DB1),26.5,0.0133215567,0.0297879063,False,2024-08-19,30656.9880096461,0.3823683771,57201494.76951677,148.7412986919,Earth
54187638,54187638,(2021 QR),21.77,0.1176399894,0.2630510131,False,2024-08-19,83016.1687274082,0.3090211211,46228901.50157206,120.2092161079,Earth
54445846,54445846,(2024 JV33),21.21,0.152249185,0.3404395273,True,2024-08-19,39878.1566135417,0.0306840718,4590271.784207066,11.9361039302,Earth
54459240,54459240,(2024 NS2),22.5,0.0840533402,0.1879489824,False,2024-08-19,2149.9952578589,0.2877559509,43047677.33446458,111.9370649001,Earth
54465553,54465553,(2024 PY1),23.01,0.0664591797,0.1486072436,False,2024-08-19,47105.2081603951,0.1120886777,16768227.435036499,43.6024956253,Earth
54466138,54466138,(2024 PV5),24.07,0.0407901194,0.0912094798,False,2024-08-19,41678.7397694449,0.1013276695,15158403.529263966,39.4164634355,Earth
54466388,54466388,(2024 QA),25.7,0.0192555078,0.0430566244,False,2024-08-19,77989.5864122987,0.0047279843,707296.380673441,1.8391858927,Earth
54467169,54467169,(2024 QW),25.3,0.0231502122,0.0517654482,False,2024-08-19,41552.9567506836,0.0521129733,7795989.805046871,20.2719466137,Earth
54467560,54467560,(2024 PZ8),22.05,0.1034081995,0.2312277636,False,2024-08-19,16609.9090702563,0.4697546758,70274298.92222054,182.7345688862,Earth
54470738,54470738,(2024 RO13),24.68,0.0308003021,0.0688715693,False,2024-08-19,15564.6335391871,0.1773598804,26532660.33129475,68.9929934756,Earth
2005660,2005660,5660 (1974 MA),15.38,2.2312846442,4.9893041415,False,2024-08-15,77045.1904469524,0.4434943243,66345806.27236924,172.5192921527,Earth
2164217,2164217,164217 (2004 PT42),17.16,0.9830033019,2.1980622051,False,2024-08-15,93286.3321559675,0.1796136939,26869826.030271992,69.8697269271,Earth
2477492,2477492,477492 (2010 CG19),19.43,0.3455850738,0.7727517171,False,2024-08-15,103339.865707555,0.4973058516,74395896.13789609,193.4519762724,Earth
3117460,3117460,(2002 FT5),21.57,0.1289896833,0.2884297004,False,2024-08-15,71344.0992389717,0.38788327,58026511.0006349,150.88659203,Earth
3986764,3986764,(2020 BM1),25.6,0.0201629919,0.0450858206,False,2024-08-15,64555.201048028,0.4324030718,64686578.52273706,168.2047949302,Earth
54177364,54177364,(2021 PG),23.33,0.0573528464,0.1282448632,False,2024-08-15,31932.7636748057,0.0544119427,8139910.730482049,21.1662457103,Earth
54199630,54199630,(2021 RU23),20.95,0.1716148941,0.3837425691,False,2024-08-15,55662.8903344739,0.21509619,32177931.8691153,83.67241791,Earth
54248444,54248444,(2022 DO1),26.79,0.0116561459,0.0260639347,False,2024-08-15,98123.3274096277,0.470829755,70435128.48062184,183.152774695,Earth
54352574,54352574,(2023 FF6),24.59,0.0321036917,0.0717860371,False,2024-08-15,52405.7976668837,0.3689189557,55189489.97534436,143.5094737673,Earth
54430476,54430476,(2024 EB3),24.54,0.0328514828,0.0734581487,False,2024-08-15,93841.9904674814,0.4878399354,72979815.2367776,189.7697348706,Earth
54441870,54441870,(2024 JF15),21.55,0.1301832102,0.2910985075,False,2024-08-15,42910.5846498656,0.3637326037,54413622.76307412,141.4919828393,Earth
54465473,54465473,(2024 PV),22.53,0.0829000851,0.1853702257,False,2024-08-15,22199.0505727279,0.1997030543,29875151.555774342,77.6844881227,Earth
54465527,54465527,(2024 PO1),21.84,0.1139081967,0.2547064711,False,2024-08-15,42971.2449238336,0.2541100571,38014323.287738375,98.8488122119,Earth
54465952,54465952,(2024 PV3),24.52,0.0331554538,0.0741378485,False,2024-08-15,43152.7637190676,0.079409256,11879455.55588472,30.890200584,Earth
54465953,54465953,(2024 PZ3),25.22,0.024019003,0.0537081235,False,2024-08-15,43868.5318881256,0.0018519403,277046.324247161,0.7204047767,Earth
54466215,54466215,(2024 PY5),25.28,0.0233644185,0.052244428,False,2024-08-15,22077.2704986046,0.080916103,12104876.65750061,31.476364067,Earth
54469037,54469037,(2024 RU7),25.25,0.0236894499,0.0529712204,False,2024-08-15,30345.4853580777,0.0636706088,9524987.458083255,24.7678668232,Earth
54471038,54471038,(2024 RV13),24.54,0.0328514828,0.0734581487,False,2024-08-15,18422.6683588497,0.1008789102,15091270.093841273,39.2418960678,Earth
54490516,54490516,(2024 SU35),22.22,0.0956213733,0.2138158908,False,2024-08-15,19281.0997384457,0.3202461077,47908135.5877106,124.5757358953,Earth
3685272,3685272,(2014 QO390),21.71,0.1209358264,0.2704207287,True,2024-08-16,89840.9620281251,0.1519981815,22738604.196273405,59.1272926035,Earth
3758839,3758839,(2016 QA84),22.53,0.0829000851,0.1853702257,False,2024-08-16,59556.6735523794,0.3734707362,55870426.6428519,145.2801163818,Earth
3789743,3789743,(2017 WZ27),27.5,0.008405334,0.0187948982,False,2024-08-16,21000.3836686333,0.4093272845,61234489.894084014,159.2283136705,Earth
3797745,3797745,(2018 AM13),22.13,0.099667824,0.2228640296,False,2024-08-16,55903.7564398757,0.2236497633,33457528.21568417,86.9997579237,Earth
3802006,3802006,(2018 FB2),25.6,0.0201629919,0.0450858206,False,2024-08-16,17219.5442037182,0.0768458616,11495977.213674791,29.8930401624,Earth
3825490,3825490,(2018 MH7),26.1,0.0160160338,0.0358129403,False,2024-08-16,62441.6751489791,0.4583661401,68570598.23908159,178.3044284989,Earth
54048888,54048888,(2020 OK1),24.0,0.0421264611,0.0941976306,False,2024-08-16,32435.5774207344,0.2817502604,42149238.82778535,109.6008512956,Earth
54134940,54134940,(2021 GY1),23.97,0.0427124985,0.0955080501,False,2024-08-16,22739.9917260937,0.0451852318,6759614.432736266,17.5770551702,Earth
54240513,54240513,(2022 BT4),27.25,0.0094309399,0.0210882227,False,2024-08-16,57340.798754639,0.1864728441,27895940.290202066,72.5379363549,Earth
54282205,54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,False,2024-08-16,33274.8662518098,0.2951789153,44158136.99779041,114.8245980517,Earth
54296363,54296363,(2022 QK),25.83,0.0181365625,0.0405545866,False,2024-08-16,26670.3080347326,0.0814768983,12188770.43988662,31.6945134387,Earth
54465278,54465278,(2024 LF12),22.77,0.0742258153,0.1659739687,False,2024-08-16,26911.6791391274,0.2494782217,37321410.57770778,97.0470282413,Earth
54465943,54465943,(2024 PS3),24.86,0.0283501249,0.0633928065,False,2024-08-16,51101.1033658103,0.0632172343,9457163.598570941,24.5915041427,Earth
54521724,54521724,(2025 DJ29),26.43,0.0137579896,0.0307638,False,2024-08-16,18205.342415776,0.1689913967,25280752.99464503,65.7376533163,Earth
3766322,3766322,(2017 AV3),19.68,0.3080030213,0.6887156928,False,2024-08-17,89713.7206035329,0.2944186895,44044408.83739136,114.5288702155,Earth
3827174,3827174,(2018 RB1),27.9,0.0069912523,0.0156329154,False,2024-08-17,79103.2683094625,0.473482489,70831971.83669843,184.184688221,Earth
3843826,3843826,(2019 RP2),28.9,0.004411182,0.0098637028,False,2024-08-17,32283.4689210344,0.2595175718,38823275.968852066,100.9523354302,Earth
54016337,54016337,(2020 FB4),26.8,0.0116025908,0.0259441818,False,2024-08-17,21391.9805946875,0.2978235984,44553775.956375405,115.8533797776,Earth
54054530,54054530,(2020 SM2),28.71,0.004814542,0.0107656431,False,2024-08-17,67473.0732199504,0.4896314568,73247823.02227701,190.4666366952,Earth
54055065,54055065,(2020 TV1),21.5,0.1332155667,0.2978790628,False,2024-08-17,45702.4133781511,0.3677315079,55011850.313728176,143.0475565731,Earth
54160169,54160169,(2021 LU6),24.43,0.0345585074,0.0772751717,False,2024-08-17,37123.9226047098,0.1416449661,21189785.224782206,55.0998918129,Earth
54240279,54240279,(2022 BF2),23.02,0.0661538275,0.1479244553,False,2024-08-17,61390.2612594035,0.0339355769,5076690.021461203,13.2009394141,Earth
54339882,54339882,(2023 BU1),24.05,0.0411675457,0.0920534307,False,2024-08-17,71881.1924546747,0.1522009623,22768939.7720303,59.2061743347,Earth
54375851,54375851,(2023 OH2),23.36,0.0565659358,0.1264852778,False,2024-08-17,46097.9151653869,0.3748259178,56073158.92367508,145.8072820242,Earth
54376898,54376898,(2023 PZ),29.12,0.0039861623,0.0089133299,False,2024-08-17,34216.5814599967,0.2877886399,43052567.539237015,111.9497809211,Earth
54465303,54465303,(2024 OY2),25.14,0.0249203981,0.0557237043,False,2024-08-17,20608.5951031501,0.0109931784,1644556.073170008,4.2763463976,Earth
54466389,54466389,(2024 QB),24.94,0.0273246732,0.0610998267,False,2024-08-17,30997.5448921033,0.0571200242,8545033.954668455,22.2196894138,Earth
54467168,54467168,(2024 QV),25.47,0.021406959,0.0478674154,False,2024-08-17,17318.6630570939,0.1044207732,15621125.254473085,40.6196807748,Earth
54467480,54467480,(2024 QQ1),21.7,0.1214940408,0.2716689341,False,2024-08-17,72875.3483556734,0.3530566087,52816516.650943466,137.3390207843,Earth
2504074,2504074,504074 (2006 AD),16.67,1.2318419127,2.7544822542,False,2024-08-18,146470.0591532178,0.4523651278,67672859.58115779,175.9700347142,Earth
3727180,3727180,(2015 RE36),22.14,0.0992098919,0.2218400624,False,2024-08-18,17633.7499207585,0.3822572052,57184863.690072924,148.6980528228,Earth
3773653,3773653,(2017 FL128),22.21,0.0960627415,0.2148028201,False,2024-08-18,47005.0058705947,0.323506036,48395813.91774332,125.843848004,Earth
3799303,3799303,(2018 CY2),22.45,0.086011194,0.1923268766,False,2024-08-18,47341.1586607463,0.3122456798,46711288.61478203,121.4635694422,Earth
3841760,3841760,(2019 JX2),24.57,0.0324007435,0.0724502651,False,2024-08-18,70475.4107865788,0.4645619427,69497477.11098205,180.7145957103,Earth
3843611,3843611,(2019 QU1),23.79,0.0464039528,0.1037623929,False,2024-08-18,43165.6858617055,0.2188251992,32735783.702645704,85.1230024888,Earth
54054448,54054448,(2020 SN),24.8,0.0291443905,0.0651688382,False,2024-08-18,53516.3595666545,0.3313488138,49569076.77150661,128.8946885682,Earth
54075312,54075312,(2020 UN1),25.4,0.022108281,0.0494356193,False,2024-08-18,25307.8643609997,0.2159099259,32299665.026497833,83.9889611751,Earth
54088800,54088800,(2020 VM6),22.79,0.0735453089,0.1644523102,False,2024-08-18,23516.1784858013,0.3214477209,48087894.362994485,125.0431634301,Earth
54105517,54105517,(2021 AV5),26.56,0.0129585073,0.0289761031,False,2024-08-18,29301.4809608396,0.3754797969,56170977.844272606,146.0616409941,Earth
54122533,54122533,(2021 CF10),24.24,0.0377185489,0.0843412394,False,2024-08-18,38514.9608681544,0.441755629,66085701.15891023,171.842939681,Earth
54161735,54161735,(2021 MC1),20.08,0.2561857545,0.5728487619,False,2024-08-18,61281.9500867449,0.3226585845,48269036.97841501,125.5141893705,Earth
54192214,54192214,(2021 RE2),27.44,0.0086408204,0.0193214617,False,2024-08-18,37700.3442944063,0.2205059515,32987220.666723303,85.7768151335,Earth
54465224,54465224,(2024 NE4),22.94,0.0686364759,0.1534758258,False,2024-08-18,28342.5547051229,0.1572496853,23524217.979050312,61.1701275817,Earth
54467103,54467103,(2024 QH),24.95,0.0271991277,0.0608190985,False,2024-08-18,34009.8351441447,0.0302790674,4529683.988626438,11.7785572186,Earth
54467104,54467104,(2024 QJ),27.08,0.0101989386,0.02280552,False,2024-08-18,10553.6401161071,0.0177742557,2658990.793555359,6.9141854673,Earth
54467116,54467116,(2024 QO),24.38,0.0353634784,0.0790751417,False,2024-08-18,26391.5980782943,0.0232061118,3471584.896261866,9.0271774902,Earth
54468768,54468768,(2024 RW3),27.28,0.0093015425,0.0207988814,False,2024-08-18,19683.4168035867,0.0181669087,2717730.846004469,7.0669274843,Earth
54468802,54468802,(2024 RG5),26.47,0.013506878,0.0302022973,False,2024-08-18,11025.1655515309,0.0745976013,11159642.261589231,29.0184669057,Earth
54470426,54470426,(2024 RL12),23.11,0.0634680239,0.1419188158,False,2024-08-18,21054.8706418466,0.2307998787,34527170.24977837,89.7811528143,Earth
3448532,3448532,(2009 DH39),18.8,0.4619074603,1.0328564805,True,2024-08-14,95977.0987384237,0.4221728852,63156164.39767452,164.2252523428,Earth
3632675,3632675,(2013 EV108),20.84,0.1805323255,0.4036825521,True,2024-08-14,85037.1901093908,0.3745265684,56028376.89104931,145.6908351076,Earth
3724987,3724987,(2015 PM),20.48,0.2130860292,0.4764748465,True,2024-08-14,59580.8053360625,0.1561606799,23361305.090791814,60.7465044811,Earth
3771019,3771019,(2017 ED3),24.12,0.0398616229,0.0891332986,False,2024-08-14,24212.7425374152,0.242928854,36341639.11994098,94.499324206,Earth
54016396,54016396,(2020 FW5),25.72,0.0190789723,0.0426618789,False,2024-08-14,29460.199765786,0.471251647,70498242.6251919,183.316890683,Earth
54231777,54231777,(2021 YR),25.85,0.0179702855,0.0401827799,False,2024-08-14,69899.4719777779,0.1845618728,27610063.054090936,71.7945685192,Earth
54240297,54240297,(2022 BB3),22.93,0.0689532874,0.154184238,False,2024-08-14,35805.8980043401,0.2425554689,36285781.504291244,94.3540774021,Earth
54271308,54271308,(2022 GT3),25.9,0.0175612318,0.0392681082,False,2024-08-14,25125.0473468392,0.2671332825,39962570.068108276,103.9148468925,Earth
2620063,2620063,620063 (2009 DH39),18.59,0.5088092249,1.1377320144,True,2024-08-14,95977.1144979601,0.4221728319,63156156.42410805,164.2252316091,Earth
54431622,54431622,(2024 FC2),22.33,0.0908981358,0.2032544107,False,2024-08-14,63761.2501948736,0.3559151376,53244146.48571691,138.4509885264,Earth
54465271,54465271,(2024 OB2),23.81,0.0459785188,0.1028110936,False,2024-08-14,69851.4478724419,0.0510407477,7635587.139127399,19.8548508553,Earth
54465603,54465603,(2024 PH2),25.59,0.0202560601,0.0452939273,False,2024-08-14,36792.2377932541,0.0120274515,1799281.125928305,4.6786786335,Earth
54465701,54465701,(2024 PQ2),24.5,0.0334622374,0.0748238376,False,2024-08-14,23017.2233916734,0.1119433816,16746491.447957192,43.5459754424,Earth
54465831,54465831,(2024 PO3),27.34,0.0090480497,0.0202320542,False,2024-08-14,28006.7631611603,0.0182643027,2732300.780955249,7.1048137503,Earth
54466136,54466136,(2024 PS5),22.35,0.0900647767,0.2013909631,False,2024-08-14,31290.5251554759,0.1110936299,16619370.403608313,43.2154220311,Earth
54466455,54466455,(2024 QD),24.34,0.0360209346,0.0805452583,False,2024-08-14,39750.4948047361,0.0619505498,9267670.295408927,24.0987638722,Earth
54467176,54467176,(2024 QC1),23.12,0.0631764148,0.1412667581,False,2024-08-14,76234.916876787,0.0945090836,14138357.602211932,36.7640335204,Earth
54468766,54468766,(2024 RU3),24.11,0.0400456158,0.0895447192,False,2024-08-14,21495.4915332778,0.1429201948,21380556.722065076,55.5959557772,Earth
3427459,3427459,(2008 SS),22.18,0.0973991073,0.217791025,False,2024-08-21,46955.1976940956,0.468550669,70094182.06947502,182.266210241,Earth
3644685,3644685,(2013 NK),21.46,0.135692229,0.303417048,False,2024-08-21,9423.1820165376,0.2687237222,40200496.45959172,104.5335279358,Earth
3748364,3748364,(2016 FE12),20.6,0.2016299194,0.4508582062,False,2024-08-21,95258.5886846437,0.4476237229,66963555.50731023,174.1256282081,Earth
3767164,3767164,(2017 BO30),23.9,0.04411182,0.0986370281,False,2024-08-21,61001.1999040968,0.2984089375,44641341.43896312,116.0810766875,Earth
54110077,54110077,(2021 CR1),25.1,0.0253837029,0.0567596853,False,2024-08-21,67396.4150094857,0.4706604324,70409798.18031898,183.0869082036,Earth
54265623,54265623,(2021 QS83),22.37,0.0892390579,0.1995445996,False,2024-08-21,43229.0489707256,0.3834855408,57368620.07947809,149.1758753712,Earth
54413282,54413282,(2023 XO1),27.06,0.0102933082,0.0230165369,False,2024-08-21,26622.6098397113,0.3586125361,53647671.555858105,139.5002765429,Earth
54430726,54430726,(2024 EW3),28.41,0.0055278338,0.0123606121,False,2024-08-21,13723.3605586043,0.1576534455,23584619.644961085,61.3271902995,Earth
54431496,54431496,(2024 FC1),27.66,0.0078082728,0.0174598287,False,2024-08-21,22708.0014254699,0.2154826792,32235749.830213305,83.8227622088,Earth
54466066,54466066,(2024 PQ4),23.62,0.0501828101,0.1122121746,False,2024-08-21,75635.5766977102,0.0714929072,10695186.637227664,27.8107409008,Earth
54467568,54467568,(2024 QL2),25.91,0.0174805453,0.0390876876,False,2024-08-21,26977.819265754,0.0199998515,2991935.184716305,7.7799422335,Earth
54467572,54467572,(2024 RD),26.78,0.0117099483,0.0261842403,False,2024-08-21,18036.8989262122,0.0034188644,511454.832058828,1.3299382516,Earth
54467957,54467957,(2024 RT),24.8,0.0291443905,0.0651688382,False,2024-08-21,60134.891468647,0.0369665936,5530123.663715632,14.3800049104,Earth
54468506,54468506,(2024 RK2),27.81,0.0072871041,0.0162944602,False,2024-08-21,10336.2414100393,0.0198586621,2970813.551209727,7.7250195569,Earth
54470177,54470177,(2024 RS10),22.2,0.096506147,0.2157943048,False,2024-08-21,52947.2725049635,0.1851351178,27695819.285079084,72.0175608242,Earth
54502147,54502147,(2024 WO12),23.57,0.0513517179,0.1148259319,False,2024-08-21,24984.091665409,0.0593456951,8877989.580629436,23.0854753939,Earth
3289173,3289173,(2005 QQ87),22.84,0.0718712133,0.1607089186,False,2024-08-26,71641.1402564098,0.1178217429,17625881.777527623,45.8326579881,Earth
3449591,3449591,(2009 EP2),21.61,0.1266353563,0.283165265,True,2024-08-26,74717.9824393444,0.4202919689,62874783.32554624,163.4935759021,Earth
54130764,54130764,(2021 ER2),25.44,0.0217047594,0.0485333175,False,2024-08-26,43147.6844577689,0.429638027,64272933.71020249,167.129192503,Earth
54193345,54193345,(2021 RZ3),27.33,0.0090898136,0.0203254411,False,2024-08-26,40124.2095225108,0.3140508056,46981331.58954407,122.1657633784,Earth
54196827,54196827,(2021 RF16),28.97,0.0042712499,0.009550805,False,2024-08-26,63282.0843856019,0.3141958977,47003037.0586579,122.2222042053,Earth
54240292,54240292,(2022 BS2),25.35,0.0226232491,0.0505871228,False,2024-08-26,46780.7664332981,0.2780130948,41590166.81418808,108.1470938772,Earth
54293323,54293323,(2022 OB10),22.98,0.067383719,0.1506745763,False,2024-08-26,78028.5904147922,0.3968122876,59362273.01478741,154.3599798764,Earth
54377574,54377574,(2023 QB2),26.25,0.0149470324,0.0334225806,False,2024-08-26,19094.6486951617,0.1118757657,16736376.25333906,43.5196728573,Earth
54460106,54460106,(2024 NE3),22.34,0.0904804968,0.2023205415,False,2024-08-26,10813.792964991,0.2685902672,40180531.875850864,104.4816139408,Earth
54465299,54465299,(2024 OU2),23.1,0.063760979,0.1425738833,False,2024-08-26,11270.5618071813,0.2628823121,39326633.95083523,102.2612194069,Earth
54466060,54466060,(2024 PF4),23.27,0.0589596608,0.1318378096,False,2024-08-26,19584.4577820299,0.1633294337,24433735.38982622,63.5351497093,Earth
54467483,54467483,(2024 QT1),27.68,0.0077366861,0.017299756,False,2024-08-26,29437.9177949571,0.0155898993,2332215.728794491,6.0644708277,Earth
54467962,54467962,(2024 RZ),25.29,0.0232570687,0.0520043867,False,2024-08-26,50439.7018047532,0.0383556249,5737919.787558963,14.9203380861,Earth
54469535,54469535,(2024 RY8),24.76,0.0296862251,0.0663804174,False,2024-08-26,40258.4019025788,0.0802628052,12007144.698144924,31.2222312228,Earth
54469545,54469545,(2024 RR9),24.77,0.0295498293,0.0660754271,False,2024-08-26,34495.0165107149,0.1050188252,15710592.559822325,40.8523230028,Earth
54471063,54471063,(2024 RV15),22.73,0.0756057762,0.1690596552,False,2024-08-26,45355.5094594525,0.237634947,35549681.90876289,92.439994383,Earth
3646738,3646738,(2013 QH11),19.68,0.3080030213,0.6887156928,False,2024-08-27,121645.847884793,0.3236419717,48416149.608920276,125.8967269913,Earth
3674498,3674498,(2014 NC39),21.83,0.1144339731,0.2558821427,False,2024-08-27,33567.4595152752,0.4621275015,69133289.8928218,179.7675980835,Earth
3745994,3745994,(2016 EP84),27.4,0.0088014652,0.0196806745,False,2024-08-27,21453.5745124404,0.3535958879,52897191.670598775,137.5488003931,Earth
3873205,3873205,(2019 TL),24.24,0.0377185489,0.0843412394,False,2024-08-27,43276.6025828035,0.2867482488,42896927.246710055,111.5450687832,Earth
54053733,54053733,(2020 RL),25.1,0.0253837029,0.0567596853,False,2024-08-27,29589.2987668754,0.0312948513,4681643.096446731,12.1736971557,Earth
54144376,54144376,(2021 JB4),23.38,0.0560473362,0.1253256538,False,2024-08-27,55185.29724901,0.2565183074,38374592.40304524,99.7856215786,Earth
54297802,54297802,(2022 QT5),25.84,0.0180532326,0.0403682552,False,2024-08-27,52497.2741749204,0.1451849064,21719352.75358937,56.4769285896,Earth
54304739,54304739,(2022 SN1),28.43,0.0054771543,0.0122472894,False,2024-08-27,30953.3834045358,0.0901387246,13484561.204676602,35.0639638694,Earth
54453746,54453746,(2024 MZ),22.96,0.0680072129,0.1520687509,False,2024-08-27,29759.8315539238,0.0791368871,11838709.748590477,30.7842490819,Earth
54458503,54458503,(2024 NU1),23.99,0.042320908,0.0946324271,False,2024-08-27,11898.5221181988,0.0815058299,12193098.545622313,31.7057678311,Earth
54469019,54469019,(2024 RT5),23.92,0.0437074004,0.0977327184,False,2024-08-27,43987.6247935738,0.231533258,34636882.23096046,90.066437362,Earth
54470171,54470171,(2024 RH10),23.88,0.0445199816,0.0995497053,False,2024-08-27,47351.5001000356,0.0450367536,6737402.410274832,17.5192971504,Earth
54471077,54471077,(2024 RK16),20.95,0.1716148941,0.3837425691,False,2024-08-27,95151.3691696596,0.3177386864,47533030.70203797,123.6003490096,Earth
2250577,2250577,250577 (2005 AC),18.36,0.5656593584,1.2648527775,False,2024-08-22,115236.3259615525,0.3040338317,45482813.63025848,118.2691605313,Earth
2354182,2354182,354182 (2002 DU3),20.77,0.1864468183,0.41690776,True,2024-08-22,27343.3333632784,0.0924226663,13826234.018200781,35.9524171907,Earth
2436116,2436116,436116 (2009 TB3),21.21,0.152249185,0.3404395273,False,2024-08-22,45745.6932447275,0.3487560724,52173165.58060579,135.6661121636,Earth
3291347,3291347,(2005 SM25),19.48,0.3377185972,0.7551617405,False,2024-08-22,27534.3987952036,0.1898033755,28394180.693610184,73.8335130695,Earth
3755219,3755219,(2016 NF23),22.92,0.0692715614,0.1548959201,False,2024-08-22,90984.785048689,0.4699988433,70310825.86014377,182.8295500437,Earth
3767250,3767250,(2017 BS31),21.94,0.1087814834,0.2432427915,True,2024-08-22,38607.5271981442,0.4605367367,68895314.86707082,179.1487905763,Earth
3785770,3785770,(2017 TK4),27.9,0.0069912523,0.0156329154,False,2024-08-22,68382.8363294903,0.4887331345,73113435.91962351,190.1171893205,Earth
54161317,54161317,(2021 LL15),26.47,0.013506878,0.0302022973,False,2024-08-22,28538.4170887594,0.2824836642,42258954.47411525,109.8861453738,Earth
54269717,54269717,(2022 GG3),28.9,0.004411182,0.0098637028,False,2024-08-22,69328.1370762911,0.2699307523,40381065.591577604,105.0030626447,Earth
54297619,54297619,(2022 QN4),26.73,0.011982708,0.0267941497,False,2024-08-22,55585.6894089403,0.1379410318,20635684.542882267,53.6590613702,Earth
54359836,54359836,(2023 KL2),25.76,0.0187307418,0.0418832119,False,2024-08-22,47799.9604426432,0.2947061917,44087418.55413168,114.6407085713,Earth
54465396,54465396,(2024 PP),23.4,0.0555334912,0.1241766613,False,2024-08-22,18157.1592919099,0.1700741643,25442732.72131004,66.1588499127,Earth
54465477,54465477,(2024 PD1),24.53,0.0330031183,0.0737972161,False,2024-08-22,17602.8759691652,0.1664917433,24906810.17026677,64.7652881437,Earth
54467609,54467609,(2024 RL),25.11,0.0252670754,0.0564988982,False,2024-08-22,28371.1518607372,0.0637535867,9537400.775180329,24.8001452263,Earth
54467614,54467614,(2024 RP),23.84,0.0453476699,0.1014004725,False,2024-08-22,30057.659822448,0.1927546533,28835685.56626847,74.9815601337,Earth
3288854,3288854,(2005 QB5),23.69,0.0485909037,0.1086525639,False,2024-08-23,43045.3453005349,0.0711869242,10649412.232171454,27.6917135138,Earth
3370497,3370497,(2007 EE26),26.1,0.0160160338,0.0358129403,False,2024-08-23,25300.187577786,0.4393577122,65726977.91319302,170.9101500458,Earth
3686154,3686154,(2014 QF434),22.13,0.099667824,0.2228640296,False,2024-08-23,108756.8898795788,0.4675008422,69937130.21632612,181.8578276158,Earth
3769411,3769411,(2017 DE),23.3,0.058150704,0.130028927,False,2024-08-23,56912.5564245076,0.0970809537,14523103.89108862,37.7644909893,Earth
3781410,3781410,(2017 RO2),22.25,0.0943093989,0.2108822268,False,2024-08-23,62285.1562893096,0.4416095305,66063845.134500034,171.7861073645,Earth
3795124,3795124,(2017 YF7),23.65,0.0494942761,0.1106725658,False,2024-08-23,23357.314090449,0.4122539671,61672315.37721008,160.3667932019,Earth
3826652,3826652,(2018 PD9),27.4,0.0088014652,0.0196806745,False,2024-08-23,51592.6121466985,0.2875382702,43015112.76540448,111.8523871078,Earth
3840745,3840745,(2019 FM2),20.61,0.2007035141,0.4487867009,True,2024-08-23,80442.2931975605,0.3424435502,51228825.70515808,133.2105410278,Earth
54051318,54051318,(2020 QW3),25.4,0.022108281,0.0494356193,False,2024-08-23,65658.009754796,0.0715834466,10708731.138618741,27.8459607274,Earth
54100288,54100288,(2020 XD6),25.2,0.0242412481,0.0542050786,False,2024-08-23,106129.1954889227,0.4785986254,71597334.94476789,186.1748652806,Earth
54123253,54123253,(2021 DK),21.35,0.1427430515,0.3191831664,False,2024-08-23,51363.5406000332,0.2067148261,30924097.68198041,80.4120673529,Earth
54249059,54249059,(2022 EX1),22.5,0.0840533402,0.1879489824,False,2024-08-23,70827.9558983672,0.300850858,45006647.54447246,117.030983762,Earth
54304749,54304749,(2022 SY1),22.46,0.0856160085,0.1914432149,False,2024-08-23,43039.2055627717,0.2362731621,35345961.78832473,91.9102600569,Earth
54323527,54323527,(2022 VG),27.72,0.0075954757,0.0169839999,False,2024-08-23,33028.8410470256,0.2808406669,42013165.5776195,109.2470194241,Earth
